shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,shipment_status,product_name,product_type,min_temperature_c,max_temperature_c,quantity,expiry_date,vehicle_type,capacity_kg,total_raw_sensor_records,available_temperature_records,missing_temperature_records,offline_observations,raw_average_temperature,raw_min_temperature,raw_max_temperature,minimum_battery_level,minimum_signal_strength,sensor_reliability,total_sensor_records,excursion_records,total_excursion_minutes,temperature_status,sensors_used,valid_calibration_sensors,invalid_calibration_sensors,maximum_calibration_error,average_calibration_error,calibration_status,total_handovers,signed_handovers,missing_handover_signatures,custody_locations,custody_evidence_quality,custody_status,total_route_events,traffic_delay_events,traffic_delay_minutes,route_deviation_events,route_deviation_minutes,total_route_event_minutes,route_reliability,route_status,overall_compliance,compliance_reason,audit_conclusion,evidence_completeness,evidence_completeness_percent
SHP0393,B0393,V008,Pune,Coimbatore,2026-08-05 05:13:00,2026-08-05 10:33:00,Completed,Cheese,Chilled,2.0,8.0,122,2026-08-28,Refrigerated Van,750.0,65,65,0,0,5.0346153846153845,3.98,5.98,70.17,71,Reliable,65,0,0.0,Compliant,1,1,0,0.19,0.19,Valid,3,3,0,Chennai Warehouse -> Madurai Store -> Pune DC,Complete,Complete,7,0,0,0,0,20,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0394,B0394,V065,Salem,Madurai,2026-08-03 09:39:00,2026-08-03 11:05:00,Completed,Fresh Paneer,Chilled,2.0,8.0,166,2026-08-24,Refrigerated Van,500.0,18,18,0,0,5.105,4.56,5.79,70.3,71,Reliable,18,0,0.0,Compliant,1,1,0,0.21,0.21,Valid,3,2,1,Hyderabad DC -> Chennai Warehouse -> Kochi Hub,Incomplete,Review,6,1,35,0,0,52,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0395,B0395,V053,Coimbatore,Salem,2026-08-06 10:00:00,2026-08-06 11:46:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,138,2026-08-21,Refrigerated Van,1000.0,22,22,0,0,-20.994090909090907,-21.67,-20.29,70.61,70,Reliable,22,0,0.0,Compliant,1,1,0,0.198,0.198,Valid,2,2,0,Madurai Store -> Hyderabad DC,Complete,Complete,6,0,0,0,0,53,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0396,B0396,V046,Coimbatore,Pune,2026-08-07 09:27:00,2026-08-07 11:12:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,233,2026-08-30,Refrigerated Van,1200.0,22,22,0,0,-21.044545454545453,-21.56,-19.96,70.64,72,Reliable,22,0,0.0,Compliant,1,1,0,0.37,0.37,Valid,4,3,1,Bangalore DC -> Pune DC -> Salem Hub -> Chennai Warehouse,Incomplete,Review,7,1,39,0,0,92,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0397,B0397,V082,Bangalore,Kochi,2026-08-06 06:23:00,2026-08-06 08:03:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,223,2026-08-29,Refrigerated Truck,1500.0,21,21,0,0,-20.944285714285716,-21.7,-20.37,70.1,78,Reliable,21,0,0.0,Compliant,1,1,0,0.394,0.394,Valid,3,3,0,Coimbatore Hub -> Madurai Store -> Madurai Store,Complete,Complete,5,1,14,0,0,14,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0398,B0398,V092,Bengaluru,Chennai,2026-08-05 10:24:00,2026-08-05 14:49:00,Completed,Yogurt,Chilled,2.0,8.0,168,2026-08-05,Refrigerated Van,500.0,54,54,0,0,5.374444444444444,4.36,10.51,70.78,70,Review,54,4,20.0,Critical,1,0,1,0.398,0.398,Review,4,4,0,Chennai Warehouse -> Kochi Hub -> Hyderabad DC -> Salem Hub,Complete,Complete,5,0,0,0,0,16,High,Normal,Non-Compliant,Temperature: Critical; Calibration issue,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0399,B0399,V096,Bengaluru,Mumbai,2026-08-07 07:45:00,2026-08-07 09:14:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,74,2026-08-14,Refrigerated Truck,2000.0,18,17,1,0,-21.06764705882353,-21.79,-20.46,70.62,72,Review,18,0,0.0,Compliant,1,0,1,0.347,0.347,Review,2,2,0,Chennai Warehouse -> Kochi Hub,Complete,Complete,8,0,0,0,0,6,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0400,B0400,V031,Coimbatore,Pune,2026-08-03 08:00:00,2026-08-03 10:43:00,Completed,Cheese,Chilled,2.0,8.0,298,2026-08-20,Refrigerated Van,750.0,33,33,0,0,5.055151515151516,4.23,5.87,71.3,70,Reliable,33,0,0.0,Compliant,1,1,0,0.329,0.329,Valid,4,3,1,Hyderabad DC -> Hyderabad DC -> Hyderabad DC -> Chennai Warehouse,Incomplete,Review,7,0,0,1,43,78,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0401,B0401,V063,Mumbai,Kochi,2026-08-03 06:02:00,2026-08-03 11:23:00,Completed,Yogurt,Chilled,2.0,8.0,278,2026-08-18,Refrigerated Van,500.0,65,65,0,0,4.9903076923076926,4.11,5.98,70.94,70,Reliable,65,0,0.0,Compliant,1,1,0,0.258,0.258,Valid,4,4,0,Pune DC -> Bangalore DC -> Hyderabad DC -> Hyderabad DC,Complete,Complete,6,1,40,0,0,72,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0402,B0402,V080,Mumbai,Hyderabad,2026-08-03 09:10:00,2026-08-03 10:28:00,Completed,Yogurt,Chilled,2.0,8.0,77,2026-08-14,Refrigerated Van,750.0,16,16,0,0,5.185625,4.23,5.76,70.47,73,Review,16,0,0.0,Compliant,1,0,1,0.857,0.857,Review,3,3,0,Coimbatore Hub -> Kochi Hub -> Bangalore DC,Complete,Complete,6,2,89,0,0,102,Moderate,Delayed,Review,Calibration issue; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0403,B0403,V054,Madurai,Hyderabad,2026-08-06 10:00:00,2026-08-06 12:20:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,151,2026-08-26,Refrigerated Truck,1500.0,29,29,0,0,-20.95689655172414,-21.55,-19.81,71.8,71,Reliable,29,0,0.0,Compliant,1,1,0,0.325,0.325,Valid,2,2,0,Bangalore DC -> Pune DC,Complete,Complete,5,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0404,B0404,V024,Bangalore,Kochi,2026-08-05 08:22:00,2026-08-05 12:44:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,192,2026-08-29,Refrigerated Truck,1500.0,53,53,0,0,-21.022264150943396,-22.01,-20.01,70.35,71,Reliable,53,0,0.0,Compliant,1,1,0,0.332,0.332,Valid,4,4,0,Pune DC -> Hyderabad DC -> Chennai Warehouse -> Madurai Store,Complete,Complete,6,1,59,0,0,59,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0405,B0405,V034,Salem,Bengaluru,2026-08-03 06:33:00,2026-08-03 07:40:00,Completed,Fresh Cream,Chilled,2.0,8.0,118,2026-08-09,Refrigerated Van,1000.0,14,14,0,0,5.010714285714286,4.48,5.58,71.37,70,Reliable,14,0,0.0,Compliant,1,1,0,0.373,0.373,Valid,2,2,0,Pune DC -> Pune DC,Complete,Complete,8,0,0,0,0,85,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0406,B0406,V050,Bangalore,Mumbai,2026-08-03 07:46:00,2026-08-03 13:32:00,Completed,Cheese,Chilled,2.0,8.0,283,2026-08-14,Refrigerated Van,1200.0,70,70,0,0,5.019428571428572,4.35,5.97,70.26,70,Reliable,70,0,0.0,Compliant,1,1,0,0.286,0.286,Valid,3,3,0,Hyderabad DC -> Pune DC -> Salem Hub,Complete,Complete,7,0,0,0,0,64,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0407,B0407,V062,Bengaluru,Madurai,2026-08-01 07:52:00,2026-08-01 11:13:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,68,2026-08-09,Refrigerated Truck,3000.0,41,41,0,0,-21.027073170731708,-22.1,-20.12,70.71,70,Reliable,41,0,0.0,Compliant,1,1,0,0.358,0.358,Valid,4,3,1,Salem Hub -> Kochi Hub -> Madurai Store -> Bangalore DC,Incomplete,Review,8,0,0,0,0,46,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0408,B0408,V062,Hyderabad,Bengaluru,2026-08-03 06:29:00,2026-08-03 10:55:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,185,2026-08-11,Refrigerated Truck,3000.0,54,54,0,0,-20.601296296296297,-22.03,-15.04,70.01,70,Reliable,54,4,20.0,Critical,1,1,0,0.358,0.358,Valid,4,4,0,Salem Hub -> Kochi Hub -> Coimbatore Hub -> Kochi Hub,Complete,Complete,6,0,0,0,0,9,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0409,B0409,V041,Bengaluru,Chennai,2026-08-01 07:11:00,2026-08-01 11:39:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,216,2026-08-11,Refrigerated Truck,2000.0,54,54,0,4,-20.993703703703705,-21.98,-20.01,71.01,0,Partial,54,0,0.0,Compliant,1,1,0,0.373,0.373,Valid,3,3,0,Pune DC -> Pune DC -> Pune DC,Complete,Complete,5,0,0,0,0,14,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0410,B0410,V045,Mumbai,Bangalore,2026-08-07 09:04:00,2026-08-07 14:21:00,Completed,Fresh Paneer,Chilled,2.0,8.0,188,2026-08-13,Refrigerated Truck,2000.0,64,64,0,0,5.06765625,4.28,5.72,70.15,70,Review,64,0,0.0,Compliant,1,0,1,0.394,0.394,Review,2,1,1,Salem Hub -> Pune DC,Incomplete,Review,7,0,0,0,0,5,High,Normal,Non-Compliant,Calibration issue; Missing custody signature,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0411,B0411,V059,Kochi,Madurai,2026-08-04 05:51:00,2026-08-04 11:13:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,204,2026-08-26,Refrigerated Truck,2000.0,65,64,1,0,-20.9053125,-21.8,-19.93,70.71,70,Review,65,0,0.0,Compliant,1,0,1,1.05,1.05,Review,2,1,1,Chennai Warehouse -> Coimbatore Hub,Incomplete,Review,6,1,12,0,0,49,Moderate,Delayed,Non-Compliant,Calibration issue; Missing custody signature; Traffic delay,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0412,B0412,V016,Kochi,Mumbai,2026-08-07 09:16:00,2026-08-07 14:02:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,80,2026-08-18,Refrigerated Truck,1500.0,58,57,1,4,-21.016491228070176,-21.89,-19.77,70.15,0,Partial,58,0,0.0,Compliant,1,1,0,0.341,0.341,Valid,4,4,0,Pune DC -> Pune DC -> Madurai Store -> Coimbatore Hub,Complete,Complete,7,0,0,0,0,13,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0413,B0413,V096,Salem,Bengaluru,2026-08-05 08:49:00,2026-08-05 11:53:00,Completed,Yogurt,Chilled,2.0,8.0,227,2026-08-25,Refrigerated Truck,2000.0,37,37,0,0,4.95027027027027,3.99,6.24,70.12,71,Review,37,0,0.0,Compliant,1,0,1,0.347,0.347,Review,3,3,0,Hyderabad DC -> Chennai Warehouse -> Coimbatore Hub,Complete,Complete,5,0,0,0,0,29,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0414,B0414,V007,Madurai,Pune,2026-08-05 10:29:00,2026-08-05 16:29:00,Completed,Fresh Milk,Chilled,2.0,8.0,171,2026-08-15,Refrigerated Van,750.0,73,73,0,0,4.983424657534247,4.21,6.03,70.73,70,Reliable,73,0,0.0,Compliant,1,1,0,0.204,0.204,Valid,3,3,0,Hyderabad DC -> Pune DC -> Coimbatore Hub,Complete,Complete,5,1,22,0,0,61,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0415,B0415,V021,Chennai,Pune,2026-08-04 05:16:00,2026-08-04 06:50:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,88,2026-08-19,Refrigerated Truck,2500.0,19,19,0,0,-20.89421052631579,-21.82,-20.32,72.1,71,Review,19,0,0.0,Compliant,1,0,1,0.128,0.128,Review,3,3,0,Kochi Hub -> Hyderabad DC -> Madurai Store,Complete,Complete,8,0,0,0,0,66,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0416,B0416,V080,Salem,Hyderabad,2026-08-05 10:44:00,2026-08-05 13:41:00,Completed,Frozen French Fries,Frozen,-25.0,-18.0,211,2026-08-17,Refrigerated Van,750.0,36,35,1,0,-20.905714285714286,-21.62,-20.03,71.31,70,Partial,36,0,0.0,Compliant,1,1,0,0.251,0.251,Valid,3,3,0,Coimbatore Hub -> Kochi Hub -> Madurai Store,Complete,Complete,7,0,0,0,0,31,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0417,B0417,V016,Madurai,Salem,2026-08-05 07:33:00,2026-08-05 13:07:00,Completed,Fresh Cream,Chilled,2.0,8.0,131,2026-08-28,Refrigerated Truck,1500.0,67,67,0,0,5.011940298507462,3.95,6.16,70.26,72,Reliable,67,0,0.0,Compliant,1,1,0,0.341,0.341,Valid,3,2,1,Hyderabad DC -> Chennai Warehouse -> Pune DC,Incomplete,Review,7,0,0,0,0,22,High,Normal,Review,Missing custody signature,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0418,B0418,V040,Chennai,Kochi,2026-08-07 06:18:00,2026-08-07 08:05:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,61,2026-08-20,Refrigerated Truck,3000.0,22,22,0,0,-20.913636363636364,-21.66,-20.39,70.49,74,Reliable,22,0,0.0,Compliant,1,1,0,0.369,0.369,Valid,4,3,1,Hyderabad DC -> Coimbatore Hub -> Pune DC -> Madurai Store,Incomplete,Review,7,1,19,0,0,36,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0419,B0419,V047,Salem,Madurai,2026-08-02 05:35:00,2026-08-02 08:06:00,Completed,Fresh Cream,Chilled,2.0,8.0,205,2026-08-06,Refrigerated Van,500.0,31,31,0,0,5.381290322580645,4.4,15.34,71.38,73,Review,31,1,5.0,Warning,1,0,1,0.739,0.739,Review,4,4,0,Coimbatore Hub -> Pune DC -> Madurai Store -> Coimbatore Hub,Complete,Complete,6,0,0,0,0,13,High,Normal,Review,Temperature: Warning; Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0420,B0420,V034,Pune,Madurai,2026-08-07 07:13:00,2026-08-07 13:06:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,300,2026-08-20,Refrigerated Van,1000.0,71,71,0,0,-20.978591549295775,-22.1,-20.19,70.15,70,Reliable,71,0,0.0,Compliant,1,1,0,0.136,0.136,Valid,2,2,0,Chennai Warehouse -> Salem Hub,Complete,Complete,8,0,0,0,0,15,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0421,B0421,V046,Kochi,Coimbatore,2026-08-01 10:43:00,2026-08-01 13:20:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,294,2026-08-08,Refrigerated Van,1200.0,32,32,0,0,-20.48,-21.67,-15.43,70.21,70,Reliable,32,4,20.0,Critical,1,1,0,0.37,0.37,Valid,3,3,0,Kochi Hub -> Pune DC -> Pune DC,Complete,Complete,7,1,24,1,59,96,Low,Deviation,Non-Compliant,Temperature: Critical; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0422,B0422,V017,Pune,Hyderabad,2026-08-06 06:47:00,2026-08-06 09:50:00,Completed,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,286,2026-08-18,Refrigerated Truck,2500.0,37,36,1,0,-21.0425,-22.02,-20.15,70.23,70,Partial,37,0,0.0,Compliant,1,1,0,0.399,0.399,Valid,2,2,0,Pune DC -> Bangalore DC,Complete,Complete,5,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0423,B0423,V031,Kochi,Hyderabad,2026-08-04 06:12:00,2026-08-04 09:19:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,270,2026-08-06,Refrigerated Van,750.0,38,38,0,0,-21.065526315789473,-21.82,-20.28,70.76,70,Reliable,38,0,0.0,Compliant,1,1,0,0.329,0.329,Valid,3,3,0,Pune DC -> Bangalore DC -> Pune DC,Complete,Complete,6,0,0,0,0,0,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0424,B0424,V012,Bengaluru,Madurai,2026-08-03 06:49:00,2026-08-03 08:43:00,Completed,Fresh Milk,Chilled,2.0,8.0,252,2026-08-08,Refrigerated Truck,2500.0,23,23,0,0,5.80304347826087,3.99,11.1,75.48,74,Reliable,23,4,20.0,Critical,1,1,0,0.242,0.242,Valid,3,3,0,Bangalore DC -> Salem Hub -> Bangalore DC,Complete,Complete,6,0,0,0,0,37,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0425,B0425,V019,Bangalore,Pune,2026-08-03 09:00:00,2026-08-03 14:37:00,Completed,Cheese,Chilled,2.0,8.0,49,2026-08-21,Refrigerated Truck,1500.0,68,68,0,0,5.007058823529412,3.8,5.84,70.09,70,Review,68,0,0.0,Compliant,1,0,1,0.335,0.335,Review,3,3,0,Salem Hub -> Coimbatore Hub -> Bangalore DC,Complete,Complete,7,0,0,0,0,40,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0426,B0426,V016,Chennai,Pune,2026-08-02 07:39:00,2026-08-02 11:20:00,Completed,Fresh Paneer,Chilled,2.0,8.0,31,2026-08-16,Refrigerated Truck,1500.0,45,45,0,0,5.847555555555555,4.17,18.21,70.05,70,Reliable,45,5,25.0,Critical,1,1,0,0.341,0.341,Valid,2,2,0,Coimbatore Hub -> Pune DC,Complete,Complete,7,0,0,0,0,56,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0427,B0427,V018,Pune,Bengaluru,2026-08-03 07:31:00,2026-08-03 10:04:00,Completed,Fresh Milk,Chilled,2.0,8.0,131,2026-08-22,Refrigerated Truck,1500.0,31,30,1,4,5.919666666666667,4.3,16.68,70.48,0,Partial,31,4,20.0,Critical,1,1,0,0.116,0.116,Valid,4,4,0,Salem Hub -> Kochi Hub -> Madurai Store -> Coimbatore Hub,Complete,Complete,7,0,0,0,0,39,High,Normal,Non-Compliant,Temperature: Critical,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0428,B0428,V028,Mumbai,Kochi,2026-08-02 08:14:00,2026-08-02 14:09:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,236,2026-08-15,Refrigerated Van,1000.0,72,72,0,0,-21.02125,-21.91,-20.43,70.03,70,Reliable,72,0,0.0,Compliant,1,1,0,0.143,0.143,Valid,4,4,0,Chennai Warehouse -> Hyderabad DC -> Hyderabad DC -> Hyderabad DC,Complete,Complete,5,0,0,0,0,32,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0429,B0429,V043,Coimbatore,Chennai,2026-08-01 09:51:00,2026-08-01 14:27:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,50,2026-08-06,Refrigerated Van,1000.0,56,56,0,4,-20.60017857142857,-22.2,-15.17,70.48,0,Partial,56,4,20.0,Critical,1,1,0,0.245,0.245,Valid,3,3,0,Bangalore DC -> Coimbatore Hub -> Bangalore DC,Complete,Complete,7,1,47,1,63,128,Low,Deviation,Non-Compliant,Temperature: Critical; Route deviation,Shipment is non-compliant based on critical compliance evidence.,4,100.0
SHP0430,B0430,V051,Pune,Mumbai,2026-08-01 05:32:00,2026-08-01 09:29:00,Completed,Fresh Milk,Chilled,2.0,8.0,166,2026-08-17,Refrigerated Truck,3000.0,48,48,0,0,4.999583333333334,4.13,5.84,71.01,70,Reliable,48,0,0.0,Compliant,1,1,0,0.209,0.209,Valid,4,4,0,Chennai Warehouse -> Salem Hub -> Salem Hub -> Hyderabad DC,Complete,Complete,5,0,0,0,0,8,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0431,B0431,V032,Salem,Coimbatore,2026-08-04 08:07:00,2026-08-04 13:32:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,235,2026-08-15,Refrigerated Van,1200.0,66,65,1,0,-20.78276923076923,-22.33,-6.25,70.38,70,Partial,66,1,5.0,Warning,1,1,0,0.252,0.252,Valid,2,2,0,Kochi Hub -> Hyderabad DC,Complete,Complete,7,0,0,0,0,76,High,Normal,Review,Temperature: Warning,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0432,B0432,V093,Pune,Madurai,2026-08-06 10:00:00,2026-08-06 11:06:00,Completed,Cheese,Chilled,2.0,8.0,213,2026-08-16,Refrigerated Truck,2500.0,14,13,1,0,4.903076923076923,4.07,5.7,71.75,71,Partial,14,0,0.0,Compliant,1,1,0,0.149,0.149,Valid,3,3,0,Hyderabad DC -> Hyderabad DC -> Coimbatore Hub,Complete,Complete,6,0,0,0,0,37,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0433,B0433,V022,Hyderabad,Salem,2026-08-03 09:06:00,2026-08-03 12:52:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,88,2026-08-24,Refrigerated Van,500.0,46,46,0,0,-20.968695652173913,-21.53,-20.07,70.06,70,Review,46,0,0.0,Compliant,1,0,1,0.989,0.989,Review,2,2,0,Madurai Store -> Salem Hub,Complete,Complete,7,0,0,0,0,48,High,Normal,Review,Calibration issue,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0434,B0434,V095,Madurai,Bengaluru,2026-08-07 07:11:00,2026-08-07 12:51:00,Completed,Fresh Milk,Chilled,2.0,8.0,111,2026-08-21,Refrigerated Van,750.0,69,69,0,0,5.0114492753623185,4.2,6.2,70.9,70,Reliable,69,0,0.0,Compliant,1,1,0,0.369,0.369,Valid,4,2,2,Madurai Store -> Pune DC -> Pune DC -> Salem Hub,Incomplete,Review,7,1,15,0,0,37,Moderate,Delayed,Review,Missing custody signature; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0435,B0435,V091,Kochi,Hyderabad,2026-08-01 07:30:00,2026-08-01 11:25:00,Completed,Fresh Cream,Chilled,2.0,8.0,85,2026-08-27,Refrigerated Truck,1500.0,48,48,0,0,5.029166666666667,3.81,6.14,71.03,70,Reliable,48,0,0.0,Compliant,1,1,0,0.387,0.387,Valid,4,3,1,Chennai Warehouse -> Hyderabad DC -> Salem Hub -> Hyderabad DC,Incomplete,Review,6,0,0,1,28,51,Low,Deviation,Review,Missing custody signature; Route deviation,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0436,B0436,V060,Madurai,Coimbatore,2026-08-06 08:27:00,2026-08-06 11:14:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,31,2026-08-13,Refrigerated Van,1000.0,34,33,1,0,-20.89878787878788,-21.8,-20.16,71.46,70,Partial,34,0,0.0,Compliant,1,1,0,0.285,0.285,Valid,3,3,0,Salem Hub -> Kochi Hub -> Kochi Hub,Complete,Complete,5,0,0,0,0,38,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0437,B0437,V043,Salem,Madurai,2026-08-07 07:54:00,2026-08-07 12:19:00,Completed,Fresh Cream,Chilled,2.0,8.0,237,2026-08-21,Refrigerated Van,1000.0,54,53,1,0,4.94811320754717,4.2,5.74,71.09,70,Partial,54,0,0.0,Compliant,1,1,0,0.344,0.344,Valid,4,4,0,Salem Hub -> Coimbatore Hub -> Hyderabad DC -> Chennai Warehouse,Complete,Complete,6,1,15,0,0,43,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0438,B0438,V030,Kochi,Pune,2026-08-05 06:36:00,2026-08-05 08:43:00,Completed,Yogurt,Chilled,2.0,8.0,146,2026-08-18,Refrigerated Truck,1500.0,26,26,0,0,5.058076923076923,4.27,6.01,70.13,71,Reliable,26,0,0.0,Compliant,1,1,0,0.141,0.141,Valid,4,4,0,Kochi Hub -> Coimbatore Hub -> Coimbatore Hub -> Kochi Hub,Complete,Complete,6,0,0,0,0,30,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0439,B0439,V075,Bengaluru,Hyderabad,2026-08-02 05:46:00,2026-08-02 09:04:00,Completed,Yogurt,Chilled,2.0,8.0,161,2026-08-10,Refrigerated Van,750.0,40,40,0,0,5.14925,4.24,13.01,70.28,71,Reliable,40,1,5.0,Warning,1,1,0,0.058,0.058,Valid,4,4,0,Pune DC -> Chennai Warehouse -> Hyderabad DC -> Coimbatore Hub,Complete,Complete,8,1,50,0,0,64,Moderate,Delayed,Review,Temperature: Warning; Traffic delay,Shipment requires auditor review because one or more evidence sources contain exceptions.,4,100.0
SHP0440,B0440,V040,Hyderabad,Mumbai,2026-08-04 08:54:00,2026-08-04 13:09:00,Completed,Frozen Peas,Frozen,-25.0,-18.0,234,2026-08-23,Refrigerated Truck,3000.0,52,52,0,4,-21.005,-22.1,-19.82,70.03,0,Partial,52,0,0.0,Compliant,1,1,0,0.369,0.369,Valid,2,2,0,Coimbatore Hub -> Hyderabad DC,Complete,Complete,6,1,31,0,0,31,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
SHP0441,B0441,V097,Hyderabad,Coimbatore,2026-08-04 10:09:00,2026-08-04 15:11:00,Completed,Frozen Corn,Frozen,-25.0,-18.0,125,2026-08-06,Refrigerated Truck,2000.0,61,61,0,0,-21.034426229508195,-21.74,-20.12,70.27,70,Reliable,61,0,0.0,Compliant,1,1,0,0.201,0.201,Valid,4,4,0,Madurai Store -> Pune DC -> Salem Hub -> Chennai Warehouse,Complete,Complete,8,0,0,0,0,44,High,Normal,Compliant,All compliance checks passed,Shipment passed the automated compliance checks.,4,100.0
SHP0442,B0442,V083,Chennai,Coimbatore,2026-08-02 08:31:00,2026-08-02 10:39:00,Completed,Frozen Paneer,Frozen,-25.0,-18.0,37,2026-08-18,Refrigerated Van,1000.0,26,26,0,0,-21.101153846153846,-21.97,-20.34,70.53,70,Reliable,26,0,0.0,Compliant,1,1,0,0.331,0.331,Valid,3,3,0,Kochi Hub -> Chennai Warehouse -> Madurai Store,Complete,Complete,8,1,60,0,0,141,Moderate,Delayed,Compliant,Traffic delay,Shipment passed the automated compliance checks.,4,100.0
