shipment_id,batch_id,vehicle_id,origin,destination,departure_time,arrival_time,status,total_sensor_records,excursion_records,total_excursion_minutes,max_temperature,min_temperature,average_temperature,review_records,recovered_records,temperature_status,sensors_used,invalid_calibration_sensors,max_calibration_error,calibration_status,total_handovers,missing_signatures,custody_status,traffic_delays,route_deviations,total_delay_minutes,route_status,overall_compliance,compliance_reason,dispatcher_override,override_reason
SHP0284,B0284,V052,Hyderabad,Bengaluru,2026-08-04 08:53:00,2026-08-04 11:48:00,Completed,36,0,0.0,-20.021692172354527,-21.66853290705391,-20.949910246967555,0,0,Compliant,1,0,0.171,Valid,3,0,Complete,1,0,58,Delayed,Compliant,Traffic delay,No,
SHP0285,B0285,V019,Madurai,Bengaluru,2026-08-04 09:47:00,2026-08-04 12:27:00,Completed,33,0,0.0,-20.2188221784002,-22.213595744858107,-20.99100473939193,33,0,Compliant,1,1,0.335,Review,4,0,Complete,0,0,62,Normal,Review,Calibration issue,No,
SHP0286,B0286,V070,Hyderabad,Kochi,2026-08-05 08:11:00,2026-08-05 09:49:00,Completed,20,0,0.0,5.521171368778324,4.2298951149650055,4.842269017475969,4,0,Compliant,1,0,0.13,Valid,2,1,Review,0,0,26,Normal,Review,Missing custody signature,No,
SHP0287,B0287,V037,Coimbatore,Mumbai,2026-08-06 05:24:00,2026-08-06 06:44:00,Completed,17,0,0.0,5.691720346417903,4.253501626060164,5.069077171126851,0,0,Compliant,1,0,0.3,Valid,3,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0288,B0288,V092,Salem,Kochi,2026-08-02 09:16:00,2026-08-02 11:22:00,Completed,26,4,20.0,11.026932017064931,4.431176601132828,5.852610842164916,26,0,Critical,1,1,0.398,Review,3,1,Review,1,0,50,Delayed,Non-Compliant,Temperature: Critical; Calibration issue; Missing custody signature; Traffic delay,No,
SHP0289,B0289,V001,Coimbatore,Bengaluru,2026-08-04 07:00:00,2026-08-04 10:49:00,Completed,46,0,0.0,5.750090155393355,4.086704546153984,4.969922488760084,0,1,Compliant,1,0,0.359,Valid,3,1,Review,0,0,27,Normal,Review,Missing custody signature,No,
SHP0290,B0290,V045,Pune,Coimbatore,2026-08-03 05:09:00,2026-08-03 08:54:00,Completed,46,0,0.0,6.03211675947631,4.092369090819039,4.919623743679551,46,0,Compliant,1,1,0.902,Review,2,0,Complete,0,0,77,Normal,Review,Calibration issue,No,
SHP0291,B0291,V090,Bengaluru,Chennai,2026-08-03 10:39:00,2026-08-03 14:13:00,Completed,43,0,0.0,5.9759497867942,3.802517358935751,5.027491242095591,43,0,Compliant,1,1,0.953,Review,2,0,Complete,0,0,44,Normal,Review,Calibration issue,No,
SHP0292,B0292,V079,Pune,Bengaluru,2026-08-03 09:22:00,2026-08-03 10:59:00,Completed,20,0,0.0,5.894788430824652,3.9169737225311567,4.795516146415535,0,0,Compliant,1,0,0.071,Valid,4,1,Review,0,0,67,Normal,Review,Missing custody signature,No,
SHP0293,B0293,V098,Madurai,Mumbai,2026-08-01 06:11:00,2026-08-01 11:37:00,Completed,66,0,0.0,6.018421814377117,4.065572157991495,5.045150168023653,66,0,Compliant,1,1,0.281,Review,2,0,Complete,0,0,15,Normal,Review,Calibration issue,No,
SHP0294,B0294,V037,Bangalore,Mumbai,2026-08-01 06:26:00,2026-08-01 12:04:00,Completed,68,0,0.0,5.807122579517213,4.19197743419071,5.060317040809375,0,0,Compliant,1,0,0.3,Valid,3,0,Complete,1,0,112,Delayed,Compliant,Traffic delay,No,
SHP0295,B0295,V021,Mumbai,Salem,2026-08-05 05:22:00,2026-08-05 08:15:00,Completed,35,0,0.0,5.783873592782353,4.116980973731458,5.013323794787184,35,0,Compliant,1,1,0.128,Review,4,0,Complete,0,0,0,Normal,Review,Calibration issue,No,
SHP0296,B0296,V026,Hyderabad,Madurai,2026-08-03 07:23:00,2026-08-03 10:53:00,Completed,43,0,0.0,6.009803710642999,4.18563897195809,4.985123203158593,0,0,Compliant,1,0,0.07,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0297,B0297,V100,Hyderabad,Bengaluru,2026-08-07 09:30:00,2026-08-07 15:17:00,Completed,70,0,0.0,-19.82190148402596,-21.864464841428685,-20.950838790085047,0,1,Compliant,1,0,0.174,Valid,3,0,Complete,1,0,56,Delayed,Compliant,Traffic delay,No,
SHP0298,B0298,V093,Chennai,Bangalore,2026-08-01 10:22:00,2026-08-01 15:10:00,Completed,58,0,0.0,5.822634328283039,4.191599071649502,5.045121520825643,0,0,Compliant,1,0,0.149,Valid,3,0,Complete,0,0,13,Normal,Compliant,All compliance checks passed,No,
SHP0299,B0299,V004,Hyderabad,Bengaluru,2026-08-06 09:15:00,2026-08-06 10:35:00,Completed,17,0,0.0,-20.62011984628885,-21.972048950290944,-21.123731473364906,17,0,Compliant,1,1,0.8,Review,4,0,Complete,0,0,54,Normal,Review,Calibration issue,No,
SHP0300,B0300,V065,Madurai,Salem,2026-08-01 05:24:00,2026-08-01 08:35:00,Completed,39,4,20.0,-16.012166398425308,-21.9476097246325,-20.60772493277823,0,0,Critical,1,0,0.312,Valid,2,0,Complete,0,0,0,Normal,Non-Compliant,Temperature: Critical,No,
SHP0301,B0301,V032,Mumbai,Kochi,2026-08-03 05:58:00,2026-08-03 11:22:00,Completed,65,0,0.0,5.949786513313597,4.090731118981267,4.983027018205608,0,0,Compliant,1,0,0.252,Valid,2,0,Complete,0,0,38,Normal,Compliant,All compliance checks passed,No,
SHP0302,B0302,V064,Madurai,Mumbai,2026-08-07 09:28:00,2026-08-07 14:37:00,Completed,62,0,0.0,-20.12630775929804,-21.71726140098166,-21.00547145664361,62,0,Compliant,1,1,0.313,Review,2,0,Complete,1,1,65,Deviation,Review,Calibration issue; Route deviation,No,
SHP0303,B0303,V035,Chennai,Kochi,2026-08-04 10:12:00,2026-08-04 13:56:00,Completed,45,0,0.0,5.8427760729052745,4.386643164432508,4.963664563473326,0,0,Compliant,1,0,0.113,Valid,3,1,Review,0,0,5,Normal,Review,Missing custody signature,No,
SHP0304,B0304,V063,Mumbai,Bangalore,2026-08-04 05:10:00,2026-08-04 10:45:00,Completed,68,0,0.0,6.187803803098266,4.179579036858458,4.9995731490385085,0,0,Compliant,1,0,0.258,Valid,2,0,Complete,0,0,78,Normal,Compliant,All compliance checks passed,No,
SHP0305,B0305,V019,Mumbai,Chennai,2026-08-07 10:04:00,2026-08-07 12:51:00,Completed,34,0,0.0,-20.228292001351488,-21.93437227882204,-20.97043222967266,34,0,Compliant,1,1,0.335,Review,4,1,Review,0,0,31,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0306,B0306,V083,Hyderabad,Salem,2026-08-03 05:13:00,2026-08-03 10:48:00,Completed,68,1,5.0,-2.9105730533202827,-21.98417432883848,-20.72620317135219,2,0,Warning,1,0,0.331,Valid,2,0,Complete,1,0,74,Delayed,Review,Temperature: Warning; Traffic delay,No,
SHP0307,B0307,V046,Salem,Bangalore,2026-08-03 10:43:00,2026-08-03 13:01:00,Completed,28,0,0.0,5.909637427657296,4.296885030423171,5.064656081660371,0,0,Compliant,1,0,0.37,Valid,3,0,Complete,0,0,39,Normal,Compliant,All compliance checks passed,No,
SHP0308,B0308,V007,Chennai,Pune,2026-08-04 10:21:00,2026-08-04 11:40:00,Completed,16,0,0.0,5.8766553020219945,4.303719757447865,4.983488133346474,0,0,Compliant,1,0,0.357,Valid,4,1,Review,1,0,90,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0309,B0309,V075,Bangalore,Chennai,2026-08-05 06:50:00,2026-08-05 09:58:00,Completed,38,1,5.0,-7.820993254709869,-22.113184172937288,-20.62932755592738,2,0,Warning,1,0,0.058,Valid,2,0,Complete,0,0,57,Normal,Review,Temperature: Warning,No,
SHP0310,B0310,V011,Mumbai,Bangalore,2026-08-05 09:52:00,2026-08-05 12:48:00,Completed,36,0,0.0,5.572635562085645,4.297959187491536,4.984855726652449,0,0,Compliant,1,0,0.318,Valid,2,1,Review,0,0,13,Normal,Review,Missing custody signature,No,
SHP0311,B0311,V041,Kochi,Salem,2026-08-04 08:28:00,2026-08-04 12:55:00,Completed,54,0,0.0,5.862886354979095,4.114292725646179,4.938071779676692,0,0,Compliant,1,0,0.373,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0312,B0312,V028,Salem,Madurai,2026-08-07 05:24:00,2026-08-07 07:24:00,Completed,25,0,0.0,6.137037491204184,4.292195905459011,5.006251285845081,0,0,Compliant,1,0,0.143,Valid,2,1,Review,0,0,19,Normal,Review,Missing custody signature,No,
SHP0313,B0313,V056,Mumbai,Chennai,2026-08-04 10:46:00,2026-08-04 12:18:00,Completed,19,0,0.0,5.5386692005604585,3.968682859943788,4.85340015508437,0,0,Compliant,1,0,0.191,Valid,4,0,Complete,1,0,54,Delayed,Compliant,Traffic delay,No,
SHP0314,B0314,V082,Bengaluru,Chennai,2026-08-04 10:54:00,2026-08-04 12:31:00,Completed,20,0,0.0,-20.15290799879657,-21.80729364457248,-20.958802412287884,0,0,Compliant,1,0,0.251,Valid,3,1,Review,0,0,44,Normal,Review,Missing custody signature,No,
SHP0315,B0315,V056,Madurai,Mumbai,2026-08-02 05:18:00,2026-08-02 08:52:00,Completed,43,0,0.0,5.639459037436444,4.078057130961485,4.971818858079084,43,0,Compliant,1,1,1.041,Review,4,1,Review,0,0,0,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0316,B0316,V054,Bengaluru,Bangalore,2026-08-02 07:48:00,2026-08-02 12:32:00,Completed,57,0,0.0,5.937621511533051,4.303178423291268,5.067325158663437,0,0,Compliant,1,0,0.325,Valid,3,0,Complete,0,0,31,Normal,Compliant,All compliance checks passed,No,
SHP0317,B0317,V050,Salem,Chennai,2026-08-01 08:10:00,2026-08-01 13:43:00,Completed,67,0,0.0,-19.92814852244,-21.851459649807406,-20.93613594056413,0,0,Compliant,1,0,0.131,Valid,3,1,Review,1,0,78,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0318,B0318,V001,Hyderabad,Coimbatore,2026-08-01 10:25:00,2026-08-01 16:04:00,Completed,68,0,0.0,6.216274781663777,4.011734686848239,5.0414593965533285,0,0,Compliant,1,0,0.359,Valid,2,1,Review,1,0,46,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0319,B0319,V092,Kochi,Coimbatore,2026-08-06 07:43:00,2026-08-06 11:54:00,Completed,51,0,0.0,6.371564191203285,4.134928395794188,5.067169670515184,0,0,Compliant,1,0,0.27,Valid,4,2,Review,0,1,53,Deviation,Review,Missing custody signature; Route deviation,No,
SHP0320,B0320,V016,Chennai,Mumbai,2026-08-06 09:09:00,2026-08-06 11:12:00,Completed,25,0,0.0,6.050122232107565,4.193996624197164,5.028894144561762,0,1,Compliant,1,0,0.341,Valid,4,0,Complete,0,1,65,Deviation,Review,Route deviation,No,
SHP0321,B0321,V085,Chennai,Bengaluru,2026-08-03 09:25:00,2026-08-03 15:00:00,Completed,68,0,0.0,5.953839120132588,4.056614343117014,5.03910112624463,0,0,Compliant,1,0,0.381,Valid,2,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0322,B0322,V047,Mumbai,Bangalore,2026-08-03 07:13:00,2026-08-03 11:09:00,Completed,48,0,0.0,-20.44795068416584,-21.90101340591346,-21.07196501282424,48,0,Compliant,1,1,0.739,Review,2,0,Complete,0,0,14,Normal,Review,Calibration issue,No,
SHP0323,B0323,V019,Hyderabad,Salem,2026-08-06 10:54:00,2026-08-06 16:16:00,Completed,65,5,25.0,-2.2833650220077155,-22.12806752889628,-20.41252972338272,65,0,Critical,1,1,0.335,Review,2,0,Complete,0,0,33,Normal,Non-Compliant,Temperature: Critical; Calibration issue,No,
SHP0324,B0324,V010,Coimbatore,Hyderabad,2026-08-01 09:53:00,2026-08-01 13:02:00,Completed,38,0,0.0,5.844137060838551,4.190427355606822,5.013049334927366,0,0,Compliant,1,0,0.291,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0325,B0325,V028,Hyderabad,Bangalore,2026-08-05 06:42:00,2026-08-05 12:32:00,Completed,71,1,5.0,-1.8971081679211,-22.233024870057296,-20.680506148460463,2,0,Warning,1,0,0.143,Valid,3,0,Complete,0,0,0,Normal,Review,Temperature: Warning,No,
SHP0326,B0326,V099,Chennai,Mumbai,2026-08-06 08:41:00,2026-08-06 14:22:00,Completed,69,4,20.0,-15.065854383374202,-21.834827698283807,-20.728211572447584,1,0,Critical,1,0,0.127,Valid,2,0,Complete,0,0,39,Normal,Non-Compliant,Temperature: Critical,No,
SHP0327,B0327,V022,Bangalore,Kochi,2026-08-07 10:04:00,2026-08-07 13:12:00,Completed,38,0,0.0,5.82192392745546,4.108663024020088,4.99969267863001,38,0,Compliant,1,1,0.989,Review,4,0,Complete,1,0,77,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0328,B0328,V033,Bangalore,Hyderabad,2026-08-02 10:37:00,2026-08-02 15:46:00,Completed,62,4,20.0,-15.889982239673152,-21.887995635022552,-20.658584641378177,0,0,Critical,1,0,0.12,Valid,3,0,Complete,0,0,31,Normal,Non-Compliant,Temperature: Critical,No,
SHP0329,B0329,V071,Madurai,Coimbatore,2026-08-01 10:41:00,2026-08-01 13:41:00,Completed,37,0,0.0,-20.111871256798047,-21.95102793197084,-20.98721547048909,37,0,Compliant,1,1,0.367,Review,3,1,Review,0,1,52,Deviation,Non-Compliant,Calibration issue; Missing custody signature; Route deviation,No,
SHP0330,B0330,V097,Bangalore,Kochi,2026-08-06 09:04:00,2026-08-06 11:43:00,Completed,32,0,0.0,-20.07692470890582,-21.948354149322576,-21.10412591568415,0,0,Compliant,1,0,0.201,Valid,2,0,Complete,0,0,36,Normal,Compliant,All compliance checks passed,No,
SHP0331,B0331,V010,Madurai,Pune,2026-08-05 08:21:00,2026-08-05 11:57:00,Completed,44,0,0.0,5.976715434131909,3.957769297724587,5.099151663987612,0,0,Compliant,1,0,0.291,Valid,3,1,Review,2,0,98,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0332,B0332,V080,Bengaluru,Coimbatore,2026-08-06 09:36:00,2026-08-06 13:42:00,Completed,50,0,0.0,-20.21099009078124,-21.92554379824275,-20.929016486101265,0,0,Compliant,1,0,0.091,Valid,4,1,Review,0,0,58,Normal,Review,Missing custody signature,No,
SHP0333,B0333,V030,Madurai,Salem,2026-08-04 06:00:00,2026-08-04 09:40:00,Completed,45,0,0.0,5.859295680783056,3.8352784221130936,4.949151873572027,0,0,Compliant,1,0,0.141,Valid,2,0,Complete,1,0,43,Delayed,Compliant,Traffic delay,No,
SHP0334,B0334,V046,Hyderabad,Salem,2026-08-06 07:53:00,2026-08-06 11:57:00,Completed,49,0,0.0,6.314289485472737,3.8184706058397504,5.067688889723492,0,0,Compliant,1,0,0.37,Valid,3,0,Complete,0,1,32,Deviation,Review,Route deviation,No,
SHP0335,B0335,V034,Coimbatore,Madurai,2026-08-01 08:29:00,2026-08-01 13:17:00,Completed,58,0,0.0,-20.007739632995143,-21.731265971170856,-20.99983296818687,0,0,Compliant,1,0,0.373,Valid,4,0,Complete,1,0,50,Delayed,Compliant,Traffic delay,No,
SHP0336,B0336,V050,Madurai,Kochi,2026-08-04 08:35:00,2026-08-04 10:30:00,Completed,24,4,20.0,11.480451909477072,4.598118055717282,5.882461056115049,1,0,Critical,1,0,0.37,Valid,2,0,Complete,0,1,117,Deviation,Non-Compliant,Temperature: Critical; Route deviation,No,
SHP0337,B0337,V064,Coimbatore,Bengaluru,2026-08-03 05:53:00,2026-08-03 09:16:00,Completed,41,0,0.0,-20.088924429587628,-21.86442239893971,-21.02308818197784,41,0,Compliant,1,1,0.313,Review,4,0,Complete,0,0,31,Normal,Review,Calibration issue,No,
SHP0338,B0338,V036,Coimbatore,Mumbai,2026-08-04 06:16:00,2026-08-04 07:55:00,Completed,20,0,0.0,5.85737792741746,3.9280062056142127,4.901396607204521,0,0,Compliant,1,0,0.259,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0339,B0339,V061,Bangalore,Chennai,2026-08-04 09:40:00,2026-08-04 10:55:00,Completed,16,0,0.0,5.543716569734604,4.043207244177544,4.925084021180255,16,0,Compliant,1,1,0.249,Review,3,1,Review,1,1,48,Deviation,Non-Compliant,Calibration issue; Missing custody signature; Route deviation,No,
SHP0340,B0340,V093,Bengaluru,Salem,2026-08-03 09:13:00,2026-08-03 10:31:00,Completed,16,0,0.0,-20.042795082093285,-21.77258091563849,-20.917902198641624,4,0,Compliant,1,0,0.149,Valid,3,0,Complete,0,1,76,Deviation,Review,Route deviation,No,
SHP0341,B0341,V018,Mumbai,Kochi,2026-08-04 09:57:00,2026-08-04 15:33:00,Completed,68,4,20.0,11.376631929256936,4.21796555443274,5.4030160959666285,2,0,Critical,1,0,0.116,Valid,4,0,Complete,1,0,13,Delayed,Non-Compliant,Temperature: Critical; Traffic delay,No,
SHP0342,B0342,V085,Pune,Coimbatore,2026-08-07 07:25:00,2026-08-07 10:19:00,Completed,35,0,0.0,-20.06285719668504,-21.69838761299,-20.896147882923174,0,0,Compliant,1,0,0.391,Valid,4,0,Complete,0,0,57,Normal,Compliant,All compliance checks passed,No,
SHP0343,B0343,V051,Bengaluru,Kochi,2026-08-06 06:29:00,2026-08-06 11:45:00,Completed,64,0,0.0,5.964656076715428,3.87395052403766,4.983542542030567,0,0,Compliant,1,0,0.209,Valid,3,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0344,B0344,V075,Mumbai,Bangalore,2026-08-07 08:23:00,2026-08-07 13:40:00,Completed,64,4,20.0,10.880153199202796,3.953154753027516,5.350673078043854,0,0,Critical,1,0,0.368,Valid,4,1,Review,1,0,29,Delayed,Non-Compliant,Temperature: Critical; Missing custody signature; Traffic delay,No,
SHP0345,B0345,V070,Chennai,Hyderabad,2026-08-07 09:43:00,2026-08-07 12:07:00,Completed,29,0,0.0,-20.419680213476504,-21.69670564495332,-21.03641281338134,0,0,Compliant,1,0,0.13,Valid,3,0,Complete,0,0,45,Normal,Compliant,All compliance checks passed,No,
SHP0346,B0346,V023,Mumbai,Coimbatore,2026-08-03 08:10:00,2026-08-03 10:41:00,Completed,31,0,0.0,5.852858584057481,4.339159067322826,5.01115509898823,31,0,Compliant,1,1,0.875,Review,3,0,Complete,1,0,78,Delayed,Review,Calibration issue; Traffic delay,No,
SHP0347,B0347,V097,Bengaluru,Coimbatore,2026-08-03 10:46:00,2026-08-03 15:53:00,Completed,62,0,0.0,-20.072993507521257,-21.88331120795204,-21.03177551420817,0,0,Compliant,1,0,0.201,Valid,2,0,Complete,1,0,81,Delayed,Compliant,Traffic delay,No,
SHP0348,B0348,V035,Madurai,Chennai,2026-08-07 06:48:00,2026-08-07 11:57:00,Completed,62,0,0.0,-20.340323470666217,-21.76465688436761,-21.00911217059437,0,0,Compliant,1,0,0.234,Valid,4,0,Complete,0,0,35,Normal,Compliant,All compliance checks passed,No,
SHP0349,B0349,V082,Hyderabad,Bangalore,2026-08-05 07:23:00,2026-08-05 10:22:00,Completed,36,0,0.0,-20.160098980801603,-22.331801519003253,-21.06338130935872,0,0,Compliant,1,0,0.394,Valid,4,0,Complete,0,1,115,Deviation,Review,Route deviation,No,
SHP0350,B0350,V093,Chennai,Hyderabad,2026-08-02 09:58:00,2026-08-02 14:02:00,Completed,49,0,0.0,5.967342301428981,3.6998666095217176,5.062711084758361,0,0,Compliant,1,0,0.149,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0351,B0351,V099,Salem,Pune,2026-08-02 08:56:00,2026-08-02 10:19:00,Completed,17,0,0.0,-20.12897832452769,-21.359943188654107,-20.89842314719125,0,0,Compliant,1,0,0.127,Valid,4,1,Review,0,0,39,Normal,Review,Missing custody signature,No,
SHP0352,B0352,V086,Chennai,Madurai,2026-08-06 05:45:00,2026-08-06 11:11:00,Completed,66,0,0.0,5.921635913419676,2.057828069678126,4.95923210512908,0,0,Compliant,1,0,0.124,Valid,4,2,Review,0,0,48,Normal,Review,Missing custody signature,No,
SHP0353,B0353,V012,Kochi,Bengaluru,2026-08-06 09:36:00,2026-08-06 12:05:00,Completed,30,0,0.0,5.794090614268542,4.032489813172232,4.97599228597234,0,0,Compliant,1,0,0.242,Valid,4,0,Complete,0,0,0,Normal,Compliant,All compliance checks passed,No,
SHP0354,B0354,V042,Salem,Madurai,2026-08-06 09:41:00,2026-08-06 11:20:00,Completed,20,0,0.0,5.484655850259667,4.586942920751177,5.043418011918813,0,0,Compliant,1,0,0.15,Valid,2,0,Complete,0,0,76,Normal,Compliant,All compliance checks passed,No,
SHP0355,B0355,V086,Mumbai,Kochi,2026-08-04 08:58:00,2026-08-04 11:52:00,Completed,35,0,0.0,5.707171466735813,4.171890582194642,4.967631282662508,0,0,Compliant,1,0,0.124,Valid,3,1,Review,0,0,19,Normal,Review,Missing custody signature,No,
SHP0356,B0356,V100,Mumbai,Salem,2026-08-05 07:52:00,2026-08-05 11:48:00,Completed,48,0,0.0,-20.376928291271103,-21.7265066000536,-20.933260545805936,0,0,Compliant,1,0,0.174,Valid,2,0,Complete,2,0,79,Delayed,Compliant,Traffic delay,No,
SHP0357,B0357,V039,Pune,Bengaluru,2026-08-03 05:32:00,2026-08-03 07:43:00,Completed,27,0,0.0,5.520451940871429,4.281520897866179,4.983849489203153,0,0,Compliant,1,0,0.153,Valid,2,0,Complete,0,0,23,Normal,Compliant,All compliance checks passed,No,
SHP0358,B0358,V072,Pune,Coimbatore,2026-08-01 06:04:00,2026-08-01 11:27:00,Completed,65,0,0.0,-19.743830835959105,-21.89070460998289,-20.964499035837747,0,0,Compliant,1,0,0.136,Valid,3,1,Review,1,0,114,Delayed,Review,Missing custody signature; Traffic delay,No,
SHP0359,B0359,V081,Kochi,Hyderabad,2026-08-07 06:11:00,2026-08-07 08:31:00,Completed,29,0,0.0,-19.87033319623891,-21.661583823846527,-20.928856444417075,0,1,Compliant,1,0,0.343,Valid,3,0,Complete,0,0,61,Normal,Compliant,All compliance checks passed,No,
SHP0360,B0360,V008,Madurai,Bengaluru,2026-08-06 10:52:00,2026-08-06 12:52:00,Completed,25,0,0.0,5.6219850910903055,4.494785858569173,5.055028460614675,25,0,Compliant,1,1,0.126,Review,2,0,Complete,0,0,38,Normal,Review,Calibration issue,No,
SHP0361,B0361,V098,Hyderabad,Salem,2026-08-03 07:46:00,2026-08-03 09:44:00,Completed,24,0,0.0,-20.302395906369707,-21.67761571249016,-21.09734714889222,24,0,Compliant,1,1,0.281,Review,4,0,Complete,0,0,0,Normal,Review,Calibration issue,No,
SHP0362,B0362,V036,Pune,Hyderabad,2026-08-02 09:10:00,2026-08-02 13:40:00,Completed,55,0,0.0,5.764871219065181,4.033854695168588,4.957596412436706,0,0,Compliant,1,0,0.336,Valid,3,0,Complete,0,0,11,Normal,Compliant,All compliance checks passed,No,
SHP0363,B0363,V060,Chennai,Hyderabad,2026-08-05 05:08:00,2026-08-05 11:01:00,Completed,71,0,0.0,5.839536492140976,3.545919908983959,4.954495394617335,0,0,Compliant,1,0,0.305,Valid,2,0,Complete,0,0,13,Normal,Compliant,All compliance checks passed,No,
SHP0364,B0364,V020,Bengaluru,Coimbatore,2026-08-04 06:40:00,2026-08-04 12:02:00,Completed,65,0,0.0,6.080346587819838,4.127529904933729,5.099231287044232,65,0,Compliant,1,1,0.703,Review,2,0,Complete,0,0,0,Normal,Review,Calibration issue,No,
SHP0365,B0365,V008,Chennai,Bengaluru,2026-08-07 06:03:00,2026-08-07 08:28:00,Completed,30,0,0.0,6.068270149945226,4.387628946994941,5.098471736678126,0,0,Compliant,1,0,0.19,Valid,3,0,Complete,0,0,35,Normal,Compliant,All compliance checks passed,No,
SHP0366,B0366,V093,Kochi,Coimbatore,2026-08-04 09:25:00,2026-08-04 15:13:00,Completed,70,0,0.0,-19.940846314577165,-22.23771569963656,-21.08539664257077,0,0,Compliant,1,0,0.149,Valid,2,0,Complete,0,0,54,Normal,Compliant,All compliance checks passed,No,
SHP0367,B0367,V061,Chennai,Kochi,2026-08-05 05:13:00,2026-08-05 10:02:00,Completed,58,0,0.0,-20.2748371117365,-21.71777743403556,-21.05565658207989,58,0,Compliant,1,1,0.249,Review,4,1,Review,0,0,24,Normal,Non-Compliant,Calibration issue; Missing custody signature,No,
SHP0368,B0368,V080,Bengaluru,Pune,2026-08-02 08:10:00,2026-08-02 11:02:00,Completed,35,0,0.0,-20.26093599882302,-21.53433073806021,-20.977690055781096,35,0,Compliant,1,1,0.857,Review,3,0,Complete,0,0,83,Normal,Review,Calibration issue,No,
SHP0369,B0369,V039,Salem,Bengaluru,2026-08-07 06:50:00,2026-08-07 12:48:00,Completed,72,0,0.0,-19.850366920796034,-21.79561367846852,-20.942190625128585,0,0,Compliant,1,0,0.216,Valid,2,0,Complete,1,0,47,Delayed,Compliant,Traffic delay,No,
SHP0370,B0370,V011,Coimbatore,Bengaluru,2026-08-04 10:32:00,2026-08-04 13:47:00,Completed,40,0,0.0,5.77892169155587,4.087335171031769,5.063006467650273,0,0,Compliant,1,0,0.318,Valid,2,0,Complete,2,0,77,Delayed,Compliant,Traffic delay,No,
SHP0371,B0371,V075,Coimbatore,Madurai,2026-08-06 08:38:00,2026-08-06 10:13:00,Completed,20,0,0.0,-20.53770691515164,-22.323159980998955,-21.29157592341331,0,0,Compliant,1,0,0.217,Valid,3,0,Complete,0,0,11,Normal,Compliant,All compliance checks passed,No,
SHP0372,B0372,V026,Hyderabad,Salem,2026-08-04 08:08:00,2026-08-04 10:03:00,Completed,24,0,0.0,5.769935344831946,4.006982405635664,4.942741017955469,0,1,Compliant,1,0,0.07,Valid,2,0,Complete,0,0,19,Normal,Compliant,All compliance checks passed,No,
SHP0373,B0373,V060,Chennai,Hyderabad,2026-08-01 09:55:00,2026-08-01 15:13:00,Completed,64,0,0.0,-19.98919583266856,-22.004088856416164,-20.995391546821377,0,0,Compliant,1,0,0.305,Valid,3,0,Complete,0,1,20,Deviation,Review,Route deviation,No,
SHP0374,B0374,V095,Salem,Coimbatore,2026-08-03 09:06:00,2026-08-03 11:36:00,Completed,31,0,0.0,5.610923289677839,4.157597519446746,4.944191177845489,4,0,Compliant,1,0,0.369,Valid,4,1,Review,0,0,61,Normal,Review,Missing custody signature,No,
SHP0375,B0375,V005,Pune,Bengaluru,2026-08-03 09:02:00,2026-08-03 14:34:00,Completed,67,0,0.0,-20.047844901534205,-22.137577465908706,-21.026516184120617,0,0,Compliant,1,0,0.115,Valid,3,0,Complete,0,0,16,Normal,Compliant,All compliance checks passed,No,
SHP0376,B0376,V018,Mumbai,Bangalore,2026-08-07 05:30:00,2026-08-07 07:36:00,Completed,26,0,0.0,5.603818745045053,4.496681445899638,5.0581801325485705,0,0,Compliant,1,0,0.116,Valid,2,1,Review,0,0,34,Normal,Review,Missing custody signature,No,
SHP0377,B0377,V050,Bengaluru,Mumbai,2026-08-07 05:57:00,2026-08-07 10:37:00,Completed,57,0,0.0,-20.21555828348341,-21.926577942771,-21.024928280726115,0,0,Compliant,1,0,0.131,Valid,4,0,Complete,0,0,31,Normal,Compliant,All compliance checks passed,No,
SHP0378,B0378,V098,Mumbai,Salem,2026-08-06 07:55:00,2026-08-06 09:17:00,Completed,17,0,0.0,6.791633700410303,4.52862531482773,5.170227004549123,0,0,Compliant,1,0,0.27,Valid,3,0,Complete,0,0,25,Normal,Compliant,All compliance checks passed,No,
